business_id,cool,date,funny,review_id,stars,text,useful,user_id
Uyla4dquQS1oD6puUCjPkA,0,2009-03-08 17:25:40,0,dHUfdcHTNsYki0tMfJUZoQ,2.0,"I don't get it. They have donuts and coffee. They taste like most other donuts and coffee. Why do people wait in lines, 30 people deep for their stuff? 
Granted, I haven't sampled their entire menu, but I've tried a few donuts, bagels with cream cheese, coffee, juice and watched my boyfriend enjoy a turkey sandwich. I was under the impression, from a couple Canadian friends of mine, that eating at Tim Horton's would be a religious experience. So disappointing. It's nothing out of the ordinary. It's not bad food, but it's nothing I'd wait in line for, unless it was my only option. Sadly, at the Toronto airport, it was my only option, and I did wait in line, and the pay off was not grand.",2,22Zd2AYOwVhMIWvS-jwebA
K3RpHoLDHFOYnnaWA8PLGQ,1,2015-08-10 00:54:58,0,N4DqyejxFsDe7HaKI_WKHg,3.0,"Very busy in the mornings. Also there are some weird people that seem to always hangout and chain smoke in-front of Tim's. If you are going with friends for coffee, I would suggest going to a Starbucks. I think this location is best for grab and go, ideally before work. Always check your order, as they have made mistakes several times. For example, I asked for  a double-double and they gave me a triple-triple. Also, sometimes they are stingy with the sandwiches, so keep an eye out.",3,0_ptB64utvKyWN-dp-SvfA
0HIiowOQJgs46UL8Vt3lsQ,0,2015-10-19 13:51:40,0,Yz5nBYIEbvstjJnlHJdcEQ,5.0,Keeping it Classic with my favorite latte at Starbucks Cinnamon Dolce Latte! from Starbucks Yorkdale Indigo I recommend that latte to everyone! It's All About Quality Brew!! I Love The Staff at Starbucks Yorkdale Indigo and I'm not changing Locations for Anyone!,1,75rDxxUzh-HJlfoHk5OLAg
Wm7RROKOfPZBHuG1QMT7pw,0,2015-10-10 03:24:33,0,hRXh-MsmLah0R5QnitKBRA,2.0,"On more than one occasion we've gone in, saw they had no or next to no doughnuts and walked out. And on more than one occasion when they did have some doughnuts, the chocolate or maple icing was breaking up and sliding off the doughnut. Last night during Nuit Blanche, the place was packed and there were no doughnuts or muffins or cookies or bagels. This place is supposed to be open 24 hours so how can they not keep the shelves stocked with at least a few baked goods? Other things we've noticed: despite being set up for it, they don't actually recycle paper or plastic and the place needs a wipe down or sweep up more often than not.",1,DQC3PRt4zfZUgnE0JcYYGw
1W5VSOsR6p4YFN8NHeNznA,0,2013-06-01 02:51:21,0,KeJeIkGUBAUiO9iOjhNRvw,3.0,"Yes it's another starbucks, but this one has an outdoor patio.  The patio is in a bit of disarray.  It's still nice to enjoy a cool drink on a hot afternoon here.",0,J3ucveGKKJDvtuCNnb_x0g
Uyla4dquQS1oD6puUCjPkA,0,2015-08-20 17:34:27,0,jyHBy1QYiBEZ8vchsEW5qQ,2.0,"Pretty much what I've come to expect from any Tim Horton's. Mediocre service, not friendly, not particularly clean.
They somehow managed to get all 4 combos wrong. Sad.",0,YY2LxEz7BjhmxzmEgalN5Q
XWmKkm9pjvGcONXjtQnLaw,0,2011-11-06 02:08:20,0,fndtg2J_KBuFVRk8X64xuw,4.0,"i really have to catch up on my Yelp reviews!! what better way for an originally east coast girl to yelp the west coast way - ABOUT A STARBUCKS!

Having lived in vancouver for three years, all you see at the corner of your eye is the next starbucks..... so i really try to stay away from them and look for the independent coffee roasters that do not mass produce their baked goods and made in house. I don't have anything against them, i think their coffee is good and service is usually on par. I even worked at one for a few months during a rough time in my short career.

But when there are still many starbucks lovers, you cannot always be picky and opt to tag along for the ride...and I'm glad I did today! I noticed people holding red cups and I thought it looked like Starbucks - and red cups mean christmas season meaning PEPPERMINT MOCHAS!

Looking up on the board and seeing that a skinny was only 100 calories, I really could not resist. Although I didn't want it as sweet as their normal dosage, they must've missed it on their call-out because a normal skinny was made. to my surprise.. it actually wasn't too too sweet and tasted creamy and DELICIOUS?

i don't know... starbucks may be taking me away from the indies, which i love and respect...it'll have to be a spur of the moment decision.",0,uHZr3XbjKvRTwdXLXrFuvg
Uyla4dquQS1oD6puUCjPkA,0,2016-06-25 05:12:36,0,-j3m_3uCU1C8RT3-ykcvQg,3.0,"Nothing special about this place, but every time I visited Canada, I just want to have one of their coffee.  This time i ordered the medium maple iced capp, it was very delicious especially on a warm summer day.",0,LfKyD_XaTnfKoKujRZ1Wug
PNzGMlH0SnvIMxIESVNLgw,0,2014-04-22 21:49:07,0,BPjMrmfx-sNDI-v4V6FTCQ,3.0,"it's a starbucks. no better and no worse than the one a block away. how's the coffee? the exact same as the coffee at any starbucks around.

The lines can get long, but it's in the heart of the financial district, so there's no way around that. Personally I like it because it's closer than the one in the Exchange tower.",0,iopwkjwc1WnK_-TT9R7l7A
XWmKkm9pjvGcONXjtQnLaw,1,2012-02-04 20:21:58,6,z1poUa0kYKZG3l0XPl7knw,3.0,"My phone is dying... 8% power left... I desperately NEED to charge up my phone..... My battery is dying....

Only 2 electric outlets in this Starbucks and after I finish my tea and wait and wait staring them down.. these people were still here!!

When I ready to leave... they still here!! One of them just left their Mac plugged in and not even using the computer!

Not even the hot green tea can calm me down......breathe.....stop the chattering in your mind....

This Starbucks is quite decent aside from that. Staffs are friendly and efficient. I found a table (not close to the outlets) easily. Place is quiet...

My phone is dying..... 3% power left.. and auto shut down!!! RIP.....",1,CxDOIDnH8gp9KXzpBHJYXw
kmF4ghAzgUNlKj0qifeSRw,1,2014-07-30 18:06:43,1,ugxDm0qmU-nSbzlh2DNowQ,2.0,"Long line ups and they often run out of certain food options. The staff aren't the most friendly either, they often just rush to get to the next person. I have had my order made incorrectly quite a number of times. They do make another one for you, but you will have to wait again. Generally, the wait time for a speciality is about 3-5 minutes which is pretty long for Starbucks.

There's literally a Starbucks in every corner and I go to the one on Wellington St W and John St instead. Much friendlier staff and less wait time. If you are in the area, grab your drink/ food here instead.",1,FlroRLQ6hWhRApL9tWSO5A
8zhQrSmdFFowL5fsGFPdpg,0,2018-08-26 18:30:17,0,RL4NAWI2Qm2FXj05QxcmXg,4.0,Great location. The service was quick and courteous. Plenty of seating inside. The barista helped me figure out the right drink; I had forgotten the name and he knew exactly which one it was by the description. The only reason why I took away a star was that the washroom was closed.,0,zFnKCjSDTrvMquk2YtmXOw
Uyla4dquQS1oD6puUCjPkA,2,2009-10-31 21:52:37,5,mq_6QmNvkHQ4yMNagC8Org,2.0,"What is it about this place????  They almost always get my order wrong.  I love when the conversation goes like this:

Me:  I'd like a bowl of chili to go, no roll please.
Clerk:  No roll?
Me:  That's right.
Clerk:  But it comes with a roll.
Me:  I don't want one, thanks.
Clerk:  So no roll?
Me:  Right.
Clerk:  Just the chili?
Me:  Just the chili.

AAAAARRRRGH!  And I swear it's virtually every bloody time I go (I get lunch here sometimes because it's near work and there's not much else in the area).

The staff are always in a state of chaos.  Today, I was half a block away before I realized they'd missed half my takeout order.  At least they remembered to include a roll.",4,ewJ2Ao8ymv_rtPKqood8ng
Uyla4dquQS1oD6puUCjPkA,0,2015-08-10 19:44:15,0,kixoQ9SFJvH4maa30UI8aA,2.0,"Looking for a cheap grab and go drink and snack this is it.  If your main concern is cheap good coffee this is the place.  Second cup across the street has better for a few dollars more.  Wifi is broken and the place does not seem very clean.  They also got my order and the person in front of me wrong so take a sip before you walk out.  The Starbucks down the block has better wifi but is also a bit nasty.  If you are grab and go try this place, if you want to sit for a bit try the second cup on the other corner.",0,hLsa4xxk4tvX3x8uwQPfyg
kmF4ghAzgUNlKj0qifeSRw,0,2017-12-04 02:53:55,0,J4gD5Xi3np8RXApBwDO5Cw,4.0,I happened to walk by this location and decided to go in. I asked the barista what types of hot chocolate there was and he was super helpful in listing them out for me. I redeemed some stars for the toffee almond hot chocolate. Originally I asked for the smallest size but seeing as I was redeeming stars for the drink he suggested I go for the largest cup =). There are a few Starbucks within walking distance of this one. I'd come back to this one seeing how friendly the staff are.,2,eWWuc4pP9W95RftX9PjcHQ
3dY5ljdznVZPZun37v2PWQ,4,2015-06-11 16:32:39,2,y79V-7PWHOcxOHxIU8DxBA,4.0,"I've only rated one other Starbucks a 4* and that was in the Pioneer Square area of Seattle only because the service was just that much better than any other I've ever been to.  This place gave me that feeling too and while I didn't really have a full on convo with the people there they were smart, quick and know their stuff.  This is above the Starbucks in Capitol Hill which serves wine and the original old school one at Pike Place.

This Starbucks is oddly shaped inside and quite small.  It's almost as if the inside is in 3 different sections, the entrance vestibule and counter, one seating section with stools and another counter type with another entrance/exit.

They have a covered bunch of tables outside (covered by the building) so when it rains you won't get totally soaked.

Oddly enough I know the duchess of this establishment and since it's HER Starbucks she deserves a shout out.  Meena, thanks for letting me visit YOUR Starbucks.  I regret not dropping your name for even more special treatment.",3,65yB0ydGXOZ_-T6J_GbKfw
Uyla4dquQS1oD6puUCjPkA,2,2013-06-02 15:51:15,1,7sT5LtbUgSq1wd8DmeuElQ,3.0,"This Tim Hortons is located at King and John, and is open 24 hours except Sunday nights.

I stopped by this Tim Hortons after the Sensation concert, in addition to stumbling across two people who needed a place to grab a bite. Since I arrived at 4am, there wasn't much food remaining. However, they did have ice capps remain, in which I took.

While we were sitting down having our drinks, there was a man sitting behind us moaning about Trudeau, which somewhat irritated us. We reported it to the supervisor, but he said he's a regular there and they can't do much as he comes back regardless. Okay...?

Washrooms were okay, but reek of piss smell when I was there. However I looked around and nothing seemed out of the ordinary. I also like the somewhat old architecture setup of this Tim Hortons as well.",2,1kNsEAhGU8d8xugMuXJGFA
Uyla4dquQS1oD6puUCjPkA,0,2015-12-27 15:51:51,0,f9T6egKxONXnfWYmcHfV-A,1.0,"This is said with the low standards that I've come to expect from Tims. Worst. Timmy's. Ever. (And I've had Tims in EVERY province). 
Everything is rancid, dry and over cooked. I don't understand how you screw up a bagel and cream cheese ... Apparently Disney was right. Anything is possible.",0,2RHWjcskzPq2Go_b8-ZxGQ
8zhQrSmdFFowL5fsGFPdpg,0,2016-02-27 02:47:05,0,Ho0erXaqaSxD3aiArHCDMA,4.0,"One of the best macchiatos I've had here (5 shot, lactose free, extra hot, light foam, sugar free...so I'm that annoying customer, but it was perfect) 

A little slower sometimes, but if there's anything you don't like about your drink the won't hesitate to take it back and remake it (true to sbux code!!) 

Never super busy, and lots of places to sit (though no super cozy sofas...these seem to all be gone)",0,TvenTNXyYtMNtED0i2tXfA
6nCcjMGRfpIiIi5JMgUNrg,0,2014-04-07 19:10:39,0,5TB_aUh8rNo7FrB1g6GX8A,4.0,"Busy Starbucks

Just another Starbucks",0,X4cwQL_JZZnAUyCbOwz3pw
8k62wYhDVq1-652YbJi5eg,2,2017-05-27 21:35:31,1,B0Oq2lcljqWzHDluYQNawQ,4.0,"Nice roomy location. Even though it was extremely late at night, staff weren't rude and the speed wasn't as fast as the daytime but, it was fast enough. The store was also clean and everything was stocked except they didn't have many bagels left (which seems to be a common problem at every location I go to). 

Add come back to this location because it's located in the perfect spot, near many nightclubs and bars when nothing else is open.",2,GZODRhmi-uUWKmWntTXujw
0HIiowOQJgs46UL8Vt3lsQ,0,2018-03-05 22:55:41,0,RgueM56EA9TNBp9XpDFQrQ,1.0,This rating is for the new starbucks that opened beside the way walk to the subway and near Nordstrom. Not only did it take then over 10 minutes to make a drink but they served it to me like this...... I have never seen a java chip frap that looked like this. It also didn't taste right. They took SO long that I didn't have time to wait in their long line to have my drink corrected. Disappointed.,0,cO_wyDOPMg9MUi4x9LHQWA
