address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
555 Yonge Street,,Zqd9qdakh0EHIOMpTIbdcA,"Bakeries, Food, Coffee & Tea, Desserts",Toronto,,1,43.6647233,-79.3840836,Tim Hortons,M4Y 3A6,3,2.5,ON
3071 Bloor Street W,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",G08jiG6D-CJ7cf5dDw6drA,"Food, Donuts, Coffee & Tea",Toronto,,1,43.6465822,-79.5136449,Tim Hortons,M8X 2B5,3,3.5,ON
323 Richmond Street E,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1'}",Fo1VNZ2iznXcFVvnWl68Xw,Food,Toronto,,1,43.6531574,-79.3686431,Tim Hortons,M5A 4R3,6,2.5,ON
2050 Victoria Park,,Ro_--o91peOp3KFXUieXcA,"Restaurants, Food, Coffee & Tea, Donuts, Cafes",Toronto,,1,43.752814,-79.3140672,Tim Hortons,M1R 1V4,4,2.0,ON
2002 Queen Street E,"{'Alcohol': ""u'none'"", 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",Y-VHWXgkL1IIGcNsjQsryw,"Bakeries, Breakfast & Brunch, Coffee & Tea, Sandwiches, Donuts, Food, Restaurants",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6703036,-79.2997455,Tim Horton's,M4L 1J1,3,4.0,ON
34 Wynford Heights Crescent,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}",0k-3oy0FXPR2JU9PP-Gucg,"Coffee & Tea, Sandwiches, Restaurants, Food, Breakfast & Brunch",Toronto,,1,43.727044965,-79.3271935659,Tim Horton's,M3C 1K9,3,4.5,ON
4915 Bathurst Street,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True'}",TokCEFNZeS1VQe1iir2ubg,"Cafes, Sandwiches, Coffee & Tea, Food, Restaurants, Breakfast & Brunch",Toronto,,1,43.7729021189,-79.4423142786,Tim Hortons,M2R 1X9,3,2.0,ON
1681 Lake Shore Boulevard E,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'loud'"", 'HasTV': 'False', 'WiFi': ""u'free'""}",UWgSgYo0aYgCrIlN4MmSaA,"Restaurants, Donuts, Sandwiches, Bakeries, Coffee & Tea, Food",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",1,43.6627410493,-79.3100418895,Tim Hortons,M4L 3W6,8,1.5,ON
145 King Street  W,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'""}",sSmb-PPc44a5lYQ8u2c--g,"Bakeries, Donuts, Food, Coffee & Tea",Toronto,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,43.6474734,-79.3839517,Tim Horton's,M5H 1J8,6,2.5,ON
481 Danforth Ave,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'WiFi': ""'free'""}",NPnu0gwY8x_j9FN4XDLcoA,"Restaurants, Cafes, Food",Toronto,,0,43.6777679,-79.349438,Tim Hortons,M4K 1P5,5,2.0,ON
602 Queen Street West,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True'}",4b44ngwFsCdVAxchsy5F7A,"Coffee & Tea, Food",Toronto,,1,43.6471324,-79.4046776,Tim Hortons,M6J 1E6,6,3.5,ON
1630 Danforth Avenue,"{'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}",8RwwoOevsq85zyp40YzHyw,"Coffee & Tea, Food, Sandwiches, Restaurants",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",1,43.683901,-79.3221898,Tim Hortons,M4C 1H6,6,2.5,ON
8129 Sheppard Avenue E,"{'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}",4kxWSeZmvaQEgQ9GOr_QvQ,"Coffee & Tea, Food, Donuts, Bakeries",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.8019937,-79.1981879,Tim Hortons,M1B 6A3,12,3.5,ON
207 Queens Quay W,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",suXTeO_i_WCA4Qhq7LDOnQ,"Coffee & Tea, Food",Toronto,,1,43.6388865,-79.380352,Tim Hortons,M5J 1A7,11,2.5,ON
5445 Steeles Avenue E,"{'WiFi': ""'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",Ze8sbET3VG5qFPQOOObiLg,"Coffee & Tea, Donuts, Bagels, Food",Toronto,,1,43.8304733993,-79.2758379493,Tim Hortons,M1V 5C2,3,2.5,ON
55 York St,"{'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}",SJJlpzpcL09Qdjr5MaKAWA,"Cafes, Coffee & Tea, Restaurants, Food, Donuts",Toronto,,1,43.6461886,-79.38248,Tim Hortons,M5J 1R7,15,3.0,ON
960 Warden Avenue,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'""}",COjG3MC95WVsM13le8ifRA,"Coffee & Tea, Food",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.7333639858,-79.2898448557,Tim Horton's,M1L 4C9,3,2.5,ON
334 Bloor Street W,"{'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False'}",tGA6DQqySVxIs4AN9Op_aQ,"Coffee & Tea, Restaurants, Cafes, Food",Toronto,,1,43.6667303,-79.4041099,Tim Hortons,M5S 1W9,8,3.0,ON
550 St. Clair Avenue West,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True'}",59qzz4Fz4EHcG3zuzdsh2Q,"Cafes, Restaurants",Toronto,,1,43.682635,-79.4211025,Tim Hortons,M6C 2R6,4,3.5,ON
111 Carlton Street,"{'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'NoiseLevel': ""u'quiet'"", 'Caters': 'False', 'BikeParking': 'True', 'HasTV': 'True'}",-3VEk6j5XnEnOOthoY2jYQ,"Sandwiches, Donuts, Coffee & Tea, Bakeries, Fast Food, Food, Restaurants, Delis",Toronto,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1,43.6621286,-79.3769576,Tim Hortons,M5B 2G3,3,2.5,ON
1480 Queen Street W,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",0fJvj2LG6VWenkXEnAACVA,"Food, Donuts, Coffee & Tea, Bagels",Toronto,,1,43.6405633025,-79.437282675,Tim Hortons,M6K 1M3,7,3.0,ON
663 Yonge Street,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'OutdoorSeating': 'False'}",OqeWMWwYTJOCwmskj1MiLw,"Restaurants, Food, Breakfast & Brunch, Sandwiches, Donuts, Coffee & Tea",Toronto,,1,43.6683814746,-79.385911778,Tim Hortons,M4Y 1Z9,5,2.0,ON
1521 Yonge Street,"{'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'NoiseLevel': ""'loud'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True'}",8pIbOexZtxPfQPzZtR_1-A,"Coffee & Tea, Coffee Roasteries, Food",Toronto,,1,43.6896236,-79.3943759,Tim Hortons,M4T 1Z2,4,3.0,ON
3157 Dundas Street W,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True'}",n_znryeh6v6pq0b_ctZAzg,"Restaurants, Sandwiches, Donuts, Coffee & Tea, Food, Breakfast & Brunch, Bagels",Toronto,,1,43.6653638,-79.4750685,Tim Hortons,M6P 2A2,3,2.5,ON
455 Spadina Avenue,"{'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}",r6LmPZz1GEVtywLHVbN9LA,"Food, Coffee & Tea",Toronto,,1,43.6582095,-79.3996927,Tim Hortons,M5S 1A1,8,2.0,ON
56 Wellesley Street W,"{'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",GGefrny_-2EBZx4SJBBWWg,"Bakeries, Coffee & Tea, Restaurants, Donuts, Cafes, Food",Toronto,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,43.6646458919,-79.3876799363,Tim Hortons,M5S 3L6,4,1.5,ON
1000 Gerrard St E,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'loud'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'HasTV': 'True'}",dLIk8-OHVzClGqtb1M91KA,"Restaurants, Sandwiches, Delis",Toronto,,1,43.669144,-79.3391627,Tim Hortons,M4M 3G6,8,2.0,ON
"Scarborough Town Centre, 300 Borough Drive","{'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}",2BZmK_JB2WVYxdQvTcbyOg,"Coffee & Tea, Food",Toronto,,1,43.7755561494,-79.2546844482,Tim Hortons,M1P 4P5,6,3.0,ON
"Eaton Center - Sears, 220 Yonge Street","{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False'}",Eidf7ZnFh1y3rI81lm2zDA,"Coffee & Tea, Food",Toronto,,1,43.6540644,-79.3806966,Tim Hortons,M5B 2H1,6,2.5,ON
130 King Street W,"{'WiFi': ""'free'"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'""}",aeGmTcL4Ic61WI96-rSqzw,"Bakeries, Donuts, Restaurants, Food, Coffee & Tea, Cafes",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.64891,-79.38353,Tim Hortons,M5X 1A9,22,3.0,ON
1 King's College Circle,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True'}",M0mdaUPnSc8DWb3zFXOfgg,"Coffee & Tea, Bakeries, Food",Toronto,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-15:0'}",1,43.661309,-79.3941452,Tim Hortons,M5S 1A5,4,2.0,ON
555 University Avenue,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}",GSvPKj1p-1qFs2iR7xmftA,"Bakeries, Food, Bagels, Coffee & Tea",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6597276849,-79.3907524248,Tim Hortons,M5G 1X8,8,3.5,ON
120 Adelaide Street West,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",RYfZUw-vf9fp9HCV4ZAxhA,"Food, Coffee & Tea, Bagels, Bakeries",Toronto,,1,43.6499286,-79.3832479,Tim Hortons,M5H 1T1,3,4.0,ON
419 Bloor St E,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True'}",5Nc5TH0eaookGYKZiwpfPw,"Cafes, Restaurants, Coffee & Tea, Food",Toronto,,1,43.6721683,-79.3769855,Tim Hortons,M4W 1H7,11,2.0,ON
1728 Bloor Street W,"{'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'""}",pt8AjHbXuoXd1cjQO-gjPQ,"Food, Bagels, Coffee & Tea",Toronto,,1,43.6551814157,-79.4586271941,Tim Hortons,M6P 1A8,12,3.5,ON
